id,season,episode,scene,line_text,speaker,deleted
25893,5,10,11,that's christmas spirit,Jim,False
25894,5,10,11,simply punishing parents would wait till last minute get child gift  genetically improbable one  look that  happen  king sex unicorn  man horn sex royal horse,Dwight,False
25895,5,10,11,yes,Jim,False
25896,5,10,11,oh hey princess unicorn  thought sold out,Michael,False
25897,5,10,11,now,Dwight,False
25898,5,10,11,cool [sings] horn pierce sky,Michael,False
25899,5,10,12,equal parts scotch absinthe rum gin vermouth triple sec two packs splenda call one everything,Michael,False
25900,5,10,12,[drinks] oh my god!!!  [laughs] hit again,Meredith,False
25901,5,10,12,alright one time around block,Michael,False
25902,5,10,13,grant one wish,Jim,False
25903,5,10,13,wish stop rubbing lamp creepy way,Pam,False
25904,5,10,13,stupid  everyone knows ask hundred wishes [pam laughs] dumb,Jim,False
25905,5,10,13,[sitting floor playing sitar] hey hey ange check out  [sings] there's place france naked ladies dance [laughs],Andy,False
25906,5,10,13,really andy christmas singing nudity france,Angela,False
25907,5,10,13,[sings] there's hole wall men see all,Andy,False
25908,5,10,14,jim jim,Michael,False
25909,5,10,14,it,Jim,False
25910,5,10,14,vodka mixed orange juice  call orange-vod-juice...ka,Michael,False
25911,5,10,14,wow delicious,Jim,False
25912,5,10,14,yeah,Michael,False
25913,5,10,14,can't believe ones thought that,Jim,False
25914,5,10,14,know,Michael,False
25915,5,10,15,[dancing drunkenly] ahh yeah!!,Meredith,False
25916,5,10,16,[continuing dance lifting shirt] belly dancing!,Meredith,False
25917,5,10,17,120 180 200,Guy buying doll,False
25918,5,10,17,right,Dwight,False
25919,5,10,17,thank much daughter going love this,Guy,False
25920,5,10,17,oh glad could help,Dwight,False
25921,5,10,17,thanks,Guy,False
25922,5,10,17,merry christmas,Dwight,False
25923,5,10,17,too,Guy,False
25924,5,10,18,fa-la-la-la-la-la-la-ka-ching,Dwight,False
25925,5,10,19,[sighs] oh every day would like left india,Michael,False
25926,5,10,20,[meredith's hair fire] oh oh oh oh!,Jim,False
25927,5,10,20,got live one!  fire!! [dwight extinguishes meredith],Dwight,False
25928,5,10,21,i'm right i'm right,Meredith,False
25929,5,10,22,sorry,Andy,False
25930,5,10,23,we're back 5th then,Oscar,False
25931,5,10,23,then monthly dental appointment soft teeth,Michael,False
25932,5,10,23,february 2nd,Oscar,False
25933,5,10,23,ah would want groundhogs day,Jim,False
25934,5,10,23,no no celebrate privately,Michael,False
25935,5,10,23,that's cool,Jim,False
25936,5,10,23,now we'll quickly,Michael,False
25937,5,10,23,now christmas party,Oscar,False
25938,5,10,23,we'll quickly,Michael,False
25939,5,10,23,well can't quickly,Jim,False
25940,5,10,23,[mimicking] can't quickly cant it--,Michael,False
25941,5,10,23,know intervention,Oscar,False
25942,5,10,23,hey shut up go everybody gather up,Michael,False
25943,5,10,24,intervention  sort hard describe really its-- coming together surprise party people are-- addictions  get face scream make feel really badly themselves  stop,Michael,False
25944,5,10,25,looks like we're going awhile make little plate hummus everyone  little triangles pita toasted sides fanned easily grab them,Phyllis,False
25945,5,10,25,don't--,Angela,False
25946,5,10,25,napkins fanned,Phyllis,False
25947,5,10,26,okay feel,Michael,False
25948,5,10,26,little better threw up,Meredith,False
25949,5,10,26,uck t.m.i,Michael,False
25950,5,10,26,fire girl [looks around] soon,Kevin,False
25951,5,10,26,yeah,Jim,False
25952,5,10,26,okay know thought quick intervention get back party,Michael,False
25953,5,10,26,michael allowed talk meredith's work performance ask stop drinking,Toby,False
25954,5,10,26,asking stop drinking  imploring quit alcoholic,Michael,False
25955,5,10,26,i'm alcoholic,Meredith,False
25956,5,10,26,yeah obviously are okay everybody thinks meredith alcoholic please raise hand [everyone raises hand],Michael,False
25957,5,10,26,aye,Dwight,False
25958,5,10,26,aye's it,Michael,False
25959,5,10,26,care everyone thinks  know alcoholic,Meredith,False
25960,5,10,26,alright well let's look little bit closer shall we [pulls piece paper pocket],Michael,False
25961,5,10,27,college used get wicked hammered nickname puke  would chug fifth socos sneak frat party polish people's empties brewskies jell-o shots body shots myself pass out wake next morning puke rally soco head class  probably would gotten expelled let affect grades aced courses  called ace  totally awesome  got straight b's  called buzz,Andy,False
25962,5,10,28,meredith ever used alcohol alter mood deliberately change state mind,Michael,False
25963,5,10,28,sure,Meredith,False
25964,5,10,28,sometimes drink celebrate special occasion mark holiday,Michael,False
25965,5,10,28,obviously,Meredith,False
25966,5,10,28,ever influence alcohol questioned teachings mormon church,Michael,False
25967,5,10,28,get this,Oscar,False
25968,5,10,28,got website that's important,Michael,False
25969,5,10,28,michael contact experts  know doing,Toby,False
25970,5,10,28,okay know toby  one employees undergoing crisis wish would take side this  i'm job man  hey texting,Michael,False
25971,5,10,28,yeah 'cause kind drag,Kelly,False
25972,5,10,28,alcohol drag yes  here's i'd like do  i'd like go around room us express meredith alcoholism affected us  i'll begin  christmas party perhaps best christmas party ever to got drunk stop this  that's drinking affected me  anybody else  another time meredith's drinking affected you   come people  say anything going get better  [kevin raises hand] yes kevin,Michael,False
25973,5,10,28,well meredith one time bought movie tickets got drunk go gave me  really cool,Kevin,False
25974,5,10,28,that's-- didn't-- hurt that,Michael,False
25975,5,10,28,yeah said affected it   thanks again meredith,Kevin,False
25976,5,10,28,welcome,Meredith,False
25977,5,10,28,okay no that's we're going for  problem meredith's drinking  bother you  bothers me right bother you  dwight anything,Michael,False
25978,5,10,28,no like meredith,Dwight,False
25979,5,10,29,actually care meredith believe kind thing  schrute family believe five fingered intervention [holds fist] awareness education control acceptance punching,Dwight,False
25980,5,10,30,going tell us latest dirty joke  going tell us watched television last night,Michael,False
25981,5,10,30,fine,Meredith,False
25982,5,10,30,john belushi fine  bob hope fine  hey-- come here  anything ever happened you would angry could do,Michael,False
25983,5,10,30,know drink like party,Meredith,False
25984,5,10,30,want say i'm alcoholic,Michael,False
25985,5,10,30,alcoholic!,Meredith,False
25986,5,10,30,say loudly want we're going believe you,Michael,False
25987,5,10,31,waiting later hand years gifts corporate [holds shot glass] think they're appropriate anymore,Phyllis,False
25988,5,10,32,please stop making things,Angela,False
25989,5,10,32,oh sorry job,Phyllis,False
25990,5,10,32,season mercy,Angela,False
25991,5,10,32,never showed mercy charge  wearing hairnet,Phyllis,False
25992,5,10,32,lost it [phyllis glares angela pulls hairnet puts on],Angela,False
25993,5,10,32,ok nice,Phyllis,False
25994,5,10,33,mind telling addiction  do  porn,Meredith,False
25995,5,10,33,[amid groans rest office] alright no no no  no image think agree disgusting  know what meredith lit hair fire today  tomorrow.  going happen come work dead,Michael,False
25996,5,10,33,stab brain wooden stick,Dwight,False
25997,5,10,34,several ways kill zombie satisfying one stab brain wooden stick,Dwight,False
25998,5,10,35,everyone room loves you mark words going support alcoholism anymore  next time light fire going help put out,Michael,False
25999,5,10,35,oh fire marshal would to,Dwight,False
26000,5,10,35,dwight--,Michael,False
26001,5,10,35,hazard people office,Dwight,False
26002,5,10,35,[sighs]...okay,Michael,False
26003,5,10,35,suppose could controlled burn well ventilated area,Dwight,False
26004,5,10,35,yeah gonna need permit that,Jim,False
26005,5,10,35,oh right take couple weeks,Dwight,False
26006,5,10,35,get one hour,Creed,False
26007,5,10,35,really,Dwight,False
26008,5,10,35,okay know this-- over,Toby,False
26009,5,10,35,agree,Stanley,False
26010,5,10,35,michael think best could bigger us,Jim,False
26011,5,10,35,enabler!  enabler enabler enabler enabler enabler  christmas turning back somebody asking help,Michael,False
26012,5,10,36,know thing want christmas want meredith get better  that's wish  know what  wishes never come true i'm going wish her i-- watch would nice,Michael,False
26013,5,10,37,[watching meredith michael talk office] they've 45 minutes,Jim,False
26014,5,10,37,know  alcoholic before now [jim laughs],Pam,False
26015,5,10,38,that's halwa shabkia cookie  serve ramadan [angela spits cookie out],Phyllis,False
26016,5,10,38,mmmm chewy,Stanley,False
26017,5,10,39,[andy playing sitar] hey,Jim,False
26018,5,10,39,what's up,Andy,False
26019,5,10,39,take requests,Jim,False
26020,5,10,39,sure,Andy,False
26021,5,10,39,please stop people christmas party,Jim,False
26022,5,10,40,[whispers meredith] i'll minute [walks toby] could write number rehabilitation center mentioned,Michael,False
26023,5,10,40,sure wow [michael throws pen head] ow,Toby,False
26024,5,10,41,missed poor richards,Meredith,False
26025,5,10,41,did,Michael,False
26026,5,10,41,yeah thought going drink,Meredith,False
26027,5,10,41,oh shoot  oh well we'll go someplace else guess,Michael,False
26028,5,10,41,bog cooper's kelly's,Meredith,False
26029,5,10,41,could go there sure,Michael,False
26030,5,10,41,brixx's carmen's,Meredith,False
26031,5,10,41,yes yes,Michael,False
26032,5,10,41,the fort andy gavin's,Meredith,False
26033,5,10,41,new place,Michael,False
26034,5,10,41,well must opened up,Meredith,False
26035,5,10,41,it-- yep recently,Michael,False
26036,5,10,41,yeah right,Meredith,False
26037,5,10,41,right,Michael,False
26038,5,10,41,enough christmas crap  let's get party music [changes radio station]  yeah!,Meredith,False
26039,5,10,41,yeah oh go,Michael,False
26040,5,10,41,yeah!,Meredith,False
26041,5,10,41,that's good,Michael,False
26042,5,10,41,yeah that's better,Meredith,False
26043,5,10,41,we're party girls,Michael,False
26044,5,10,42,[on phone] hey sasha daddy  ever heard doll  princess unicorn,Toby,False
26045,5,10,42,[shouting excitedly phone] daddy daddy daddy!!,Sasha,False
26046,5,10,42,no no no  no i'm curious heard it,Toby,False
26047,5,10,43,great  ex-wife's going pissed  [chuckles] daddy's gonna hero,Toby,False
26048,5,10,44,$200.00,Dwight,False
26049,5,10,44,yo,Darryl,False
26050,5,10,44,hey i'd like buy one dolls,Toby,False
26051,5,10,44,oh that's last one,Dwight,False
26052,5,10,44,oh no i-- no no gonna buy doll,Toby,False
26053,5,10,44,thanks man,Darryl,False
26054,5,10,44,was-- gonna get doll,Toby,False
26055,5,10,44,problem,Dwight,False
26056,5,10,44,i-- promised daughter darryl look-- i-- need doll need doll  i-- i'm-- i'm begging you  just-- need anything world  need doll darryl man need doll,Toby,False
26057,5,10,44,right man cry  cool  i'll let get $400,Darryl,False
26058,5,10,44,$200,Toby,False
26059,5,10,44,owe me,Darryl,False
26060,5,10,44,[laughs] oh man thanks thank you [tearing up] thank you thank you,Toby,False
26061,5,10,44,know right  merry christmas,Darryl,False
26062,5,10,44,oh thanks  gonna [notices doll black] oh,Toby,False
26063,5,10,44,something wrong doll,Darryl,False
26064,5,10,44,no  even-- even better one wanted,Toby,False
26065,5,10,45,sunrise rehab  no! no! no!  told no! way!,Meredith,False
26066,5,10,45,okay right,Michael,False
26067,5,10,45,way!  way! way!,Meredith,False
26068,5,10,45,meredith good  okay come on--,Michael,False
26069,5,10,45,way!  way!  way!,Meredith,False
26070,5,10,45,go gonna good,Michael,False
26071,5,10,45,no! way! told you talked this  absolutely way  no!  no! way!  no! no! going there! going there!,Meredith,False
26072,5,10,45,yes are [tries pull meredith car],Michael,False
26073,5,10,45,going there! no!!,Meredith,False
26074,5,10,45,wait minute wait minute wait minute wait minute wait minute wait minute wait minute wait minute wait minute wait minute wait! wait!,Meredith,False
26075,5,10,45,shhh calm down,Michael,False
26076,5,10,45,[runs away] oh god! oh god! oh god!  no! no!,Meredith,False
26077,5,10,45,[chasing meredith] come on shh,Michael,False
26078,5,10,45,no! no! no! way! way!,Meredith,False
26079,5,10,45,here's door here's door,Michael,False
26080,5,10,45,way!  way! no! no!,Meredith,False
26081,5,10,45,[dragging meredith floor rehab center] let's start meeting-- hello you,Michael,False
26082,5,10,45,man crazy! man crazy!,Meredith,False
26083,5,10,45,help you,Rehab Nurse,False
26084,5,10,45,deposit  alcoholic,Michael,False
26085,5,10,45,no! no! no! no! no!,Meredith,False
26086,5,10,45,sign,Michael,False
26087,5,10,45,no!!!,Meredith,False
26088,5,10,46,need put christmas tree back up,Phyllis,False
26089,5,10,46,outside,Angela,False
26090,5,10,46,ask was  told needs be,Phyllis,False
26091,5,10,46,shut up,Angela,False
26092,5,10,46,excuse me,Phyllis,False
26093,5,10,46,i'm moving tree  face it power big secret know going tell  want know know that able plan stupid tacky parties anymore move tree,Angela,False
26094,5,10,46,okay [starts walk away turns around] angela's sex dwight  caught toby's going away party,Phyllis,False
26095,5,10,46,well look surprised,Dwight,False
26096,5,10,47,knew it,Pam,False
26097,5,10,47,know it,Jim,False
26098,5,10,47,knew it,Pam,False
26099,5,10,47,everyone knew it,Jim,False
26100,5,10,47,christmas,Pam,False
26101,5,10,47,knew it,Jim,False
26102,5,10,47,thank you knew it,Pam,False
26103,5,10,47,knew it,Jim,False
26104,5,10,48,turns can't check someone rehab will  voluntarily  hit rock bottom  think know need point  need find ways push meredith bottom  um think it  jan,Michael,False
26105,5,10,49,right everybody's still here  perfect! got little surprise i've working on  angela bride wanted know rest lives matter cultural milieu always bring christmas cheer  [sings] deck halls boughs holly fa-la-la-la-la-la-la-la-la  tis season jolly fa-la-la-la-la-la-la-la-la  gay apparel fa-la-la-la-la-la  troll little yule tide carol roo-di-di-di-do roododododo [laughs],Andy,False
26106,5,10,49,think i'd like go home now,Angela,False
26107,5,10,49,sure dooo tough room [chuckles] come on learned it  know protocol little round applause but merry christmas all good night,Andy,False
26108,5,11,1,[answering phone] dunder mifflin pam i'm sorry he's yet would like voicemail,Pam,False
26109,5,11,1,[heard yelling street] yeah! yeah! yeah okay! twelve miles hour eat that carl lewis!,Michael,False
26110,5,11,2,angela made several 911 calls cars going fast front building police put radar gun actually caused bit traffic hazard,Pam,False
26111,5,11,3,[yelling runs past radar gun] aah!,Dwight,False
26112,5,11,3,wow thirteen!,Phyllis,False
26113,5,11,3,yes!,Dwight,False
26114,5,11,3,no no no wind,Michael,False
26115,5,11,3,jogging,Dwight,False
26116,5,11,3,dwight wind want do-over,Michael,False
26117,5,11,3,no no no turn right thirteen new number oscar go ahead,Jim,False
26118,5,11,3,want another try go! [michael runs past radar car passes] thirty-one! thirty-one!,Michael,False
26119,5,11,3,car,Stanley,False
26120,5,11,3,ahead car thirty-one new number,Michael,False
26121,5,11,3,thirty-one humanly impossible,Oscar,False
26122,5,11,3,go oscar thirty-one's number,Michael,False
26123,5,11,3,that's impossible,Oscar,False
26124,5,11,3,beat it!,Michael,False
26125,5,11,4,today's big day presence requested [in authoritative voice] chief financial officer david wallace [in normal voice] says wants talk big picture stuff and i'll honest little idea means so probably bad,Michael,False
26126,5,11,5,quick announcement new year new candy,Pam,False
26127,5,11,5,whoo-hoo!,Kevin,False
26128,5,11,5,okay careful kevin they're kind spicy,Pam,False
26129,5,11,5,hot tamales,Kevin,False
26130,5,11,5,yeah,Pam,False
26131,5,11,5,uh oh,Kevin,False
26132,5,11,5,so maybe try one first okay couple more,Pam,False
26133,5,11,5,[entering office] excuse me everyone floor please um insanely awkward kind elephant room i'll just [sighs] one rsvp'ed wedding yet deadline yesterday,Andy,False
26134,5,11,5,wait still know,Michael,False
26135,5,11,5,[getting quickly silence michael] no no nope,Jim,False
26136,5,11,5,hmm,Andy,False
26137,5,11,5,nothing,Jim,False
26138,5,11,5,still know,Michael,False
26139,5,11,5,don't let's,Jim,False
26140,5,11,5,[to jim] doing,Michael,False
26141,5,11,5,just talk second,Jim,False
26142,5,11,5,andy,Michael,False
26143,5,11,5,ahh! [ushers michael office],Jim,False
26144,5,11,5,no one rsvp'ed understand it now shutting out even listening that's really considerate thank you,Andy,False
26145,5,11,5,[from inside office] no i'm saying is,Michael,False
26146,5,11,5,no no,Jim,False
26147,5,11,5,no that's it,Michael,False
26148,5,11,5,know,Jim,False
26149,5,11,6,andy still know angela's affair dwight seventeen days mean eventually he'll figure out kids giant heads beet-stained teeth right just awkward,Jim,False
26150,5,11,7,[sighs] still know,Michael,False
26151,5,11,7,can't figure out,Jim,False
26152,5,11,7,can't take anymore,Michael,False
26153,5,11,7,wait what  can't take what,Dwight,False
26154,5,11,7,telling andy,Michael,False
26155,5,11,7,no can't that come you,Dwight,False
26156,5,11,7,come from then,Michael,False
26157,5,11,7,[simultaneously] angela,Everyone,False
26158,5,11,7,[to dwight] still intercourse her [dwight's expression implies 'yes'],Michael,False
26159,5,11,7,wrong you engaged,Oscar,False
26160,5,11,7,ever intercourse office [dwight's expression implies 'yes'],Michael,False
26161,5,11,7,serious ugh where [dwight stares oscar forcefully] where [dwight's expression implies 'at desk' oscar's voice breaks] where dwight,Oscar,False
26162,5,11,7,[coolly] seems like already know where,Dwight,False
26163,5,11,8,kevin screwed form again amount owed goes top,Angela,False
26164,5,11,8,oh i'm sorry realize something wrong had would've admitted it stopped right away,Kevin,False
26165,5,11,8,that's enough,Angela,False
26166,5,11,8,want innocent person know anything form [angela puts headphones on kevin looks oscar] what,Kevin,False
26167,5,11,8,good just end saying something could also apply form,Oscar,False
26168,5,11,8,about 'i'm sorry whorish job filling form?',Kevin,False
26169,5,11,8,go,Oscar,False
26170,5,11,9,[on phone] cannot true! [dwight jumps] going charge fee cut cake uh no no no no i'm saying is want cut myself,Andy,False
26171,5,11,9,[whispering jim] trade seats me,Dwight,False
26172,5,11,9,no,Jim,False
26173,5,11,9,i've got better angle pam see everything,Dwight,False
26174,5,11,9,please stop,Jim,False
26175,5,11,9,[grabs spoon jim's coffee cup checks behind it] need soup spoon,Dwight,False
26176,5,11,10,rule 17 turn back bears men wronged dominant turkey mating season forty rules schrute boys must learn age five [sings] learn rules better learn rules don't eaten sleep [makes chomping sound],Dwight,False
26177,5,11,11,[moves bobblehead one side nameplate clears throat get angela's attention],Dwight,False
26178,5,11,12,it,Angela,False
26179,5,11,12,got tell andy us,Dwight,False
26180,5,11,12,terrible idea one worst,Angela,False
26181,5,11,12,get with hide anymore,Dwight,False
26182,5,11,12,expanding worst idea,Angela,False
26183,5,11,12,love not,Dwight,False
26184,5,11,12,i've already admitted do keep making repeat it,Angela,False
26185,5,11,12,engaged andy,Dwight,False
26186,5,11,12,[sighs],Angela,False
26187,5,11,13,well,Michael,False
26188,5,11,13,yet,Dwight,False
26189,5,11,13,when,Jim,False
26190,5,11,13,what [clears throat] what,Andy,False
26191,5,11,13,know can't go on,Michael,False
26192,5,11,13,can't go on,Andy,False
26193,5,11,13,put end this,Michael,False
26194,5,11,13,seems like,Andy,False
26195,5,11,13,come on [dwight jim follow michael's office],Michael,False
26196,5,11,13,guys should hearing i'm saying,Andy,False
26197,5,11,14,really supposed happen,Jim,False
26198,5,11,14,angela said going tell him ready,Dwight,False
26199,5,11,14,ready,Michael,False
26200,5,11,14,know,Dwight,False
26201,5,11,14,crazy bed,Michael,False
26202,5,11,14,[boastfully] yes,Dwight,False
26203,5,11,14,stop what,Jim,False
26204,5,11,14,so specifically,Michael,False
26205,5,11,14,okay listen,Jim,False
26206,5,11,14,eager,Dwight,False
26207,5,11,14,happen work,Jim,False
26208,5,11,14,flexible,Dwight,False
26209,5,11,14,and!,Jim,False
26210,5,11,14,really,Michael,False
26211,5,11,14,coming boss also consider fact man anger issue,Jim,False
26212,5,11,14,late,Michael,False
26213,5,11,14,well late done anything,Jim,False
26214,5,11,14,already walking,Michael,False
26215,5,11,14,michael gets out know going go down,Dwight,False
26216,5,11,14,okay mean,Michael,False
26217,5,11,14,might get ugly,Dwight,False
26218,5,11,14,[sighs] jim get out deal it,Michael,False
26219,5,11,14,leaving,Jim,False
26220,5,11,14,[to michael opens door leave] good trip,Dwight,False
26221,5,11,14,thanks [to andy] andy,Michael,False
26222,5,11,14,yeah,Andy,False
26223,5,11,14,walk me,Michael,False
26224,5,11,14,do boss-man,Andy,False
26225,5,11,15,ohh much time car's way there tell tell you bear mind say say things that bad things hear ears something i you want hear,Michael,False
26226,5,11,15,making sense,Andy,False
26227,5,11,15,well no i'm not i i'm articulate today i'll leave another time another day,Michael,False
26228,5,11,15,righty,Andy,False
26229,5,11,15,fine off!,Michael,False
26230,5,11,15,good meeting!,Andy,False
26231,5,11,15,thank you! [gets car],Michael,False
26232,5,11,15,[through car window] kick wallace's ass!,Andy,False
26233,5,11,15,[through car window] okay will dwight angela affair so,Michael,False
26234,5,11,15,can't hear glass,Andy,False
26235,5,11,15,[rolls car window] dwight angela affair they've sleeping together time news wanted let know,Michael,False
26236,5,11,15,what,Andy,False
26237,5,11,15,right see later [backs parking space] ahh,Michael,False
26238,5,11,15,serious,Andy,False
26239,5,11,15,yep [drives off],Michael,False
26240,5,11,16,knew something bad gonna happen today,Meredith,False
26241,5,11,16,said yesterday,Oscar,False
26242,5,11,16,yeah neighbor got murdered,Meredith,False
26243,5,11,16,[to dwight] standing for,Jim,False
26244,5,11,16,i'm sitting can't disable neck groin,Dwight,False
26245,5,11,16,going anything neck groin,Jim,False
26246,5,11,16,i'm sitting option to,Dwight,False
26247,5,11,16,dwight i'm charge michael's gone need sit,Jim,False
26248,5,11,16,[enters office walks angela] need talk you,Andy,False
26249,5,11,16,talk right here,Angela,False
26250,5,11,16,need talk private,Andy,False
26251,5,11,16,we're listening,Kevin,False
26252,5,11,16,let's go conference room,Andy,False
26253,5,11,17,true,Andy,False
26254,5,11,17,heard,Angela,False
26255,5,11,17,sleeping dwight,Andy,False
26256,5,11,17,sound like me,Angela,False
26257,5,11,17,true,Andy,False
26258,5,11,17,andy i'm engaged you mean signed wedding flowers would said yes formal chrysanthemums want get married and went stuff wedding cake,Angela,False
26259,5,11,17,answer question sleeping dwight,Andy,False
26260,5,11,17,little bit,Angela,False
26261,5,11,17,long going on,Andy,False
26262,5,11,17,know mean together killed sprinkles stopped and know exactly started again,Angela,False
26263,5,11,17,else knows it,Andy,False
26264,5,11,17,michael,Angela,False
26265,5,11,17,else,Andy,False
26266,5,11,17,[quietly] let think it i um there [andy looks see everyone watching them],Angela,False
26267,5,11,17,oh god come on!,Andy,False
26268,5,11,18,listen michael branch great lately sales staff reporting strong numbers out-performing last year fact um know exactly put this but right,David,False
26269,5,11,18,right what,Michael,False
26270,5,11,18,utica albany branches struggling branch reporting strong numbers [michael smiles] look traditional guy clearly something doing right just need get sense is,David,False
26271,5,11,18,david is philosophy basically this something live by always have always will ever reason anything anyone reason ever matter what matter where who with or going or been ever reason whatsoever,Michael,False
26272,5,11,19,sometimes i'll start sentence even know going hope find along way like improv conversation improversation,Michael,False
26273,5,11,20,going sound sort high-maintenance could it like three degrees cooler here always think better cooler,Michael,False
26274,5,11,21,here's thing michael something right economic climate method success ignored really time executives start getting judgmental now hail mary time,David,False
26275,5,11,21,[pokes head in] hey say order pasta,Michael,False
26276,5,11,21,say do,David,False
26277,5,11,22,standard know nothing fancy,Angela,False
26278,5,11,22,like missionary,Andy,False
26279,5,11,22,said nothing fancy,Angela,False
26280,5,11,22,love him,Andy,False
26281,5,11,22,love you,Angela,False
26282,5,11,22,believe that,Andy,False
26283,5,11,22,andy crossroads here either give people saying we're good together,Angela,False
26284,5,11,22,says that,Andy,False
26285,5,11,22,or prove wrong let's prove wrong,Angela,False
26286,5,11,23,where's dwight,Andy,False
26287,5,11,23,okay man,Jim,False
26288,5,11,23,no all actually thanks asking appreciate it know what i'd also like take opportunity thank lying face telling what's going entire time,Andy,False
26289,5,11,23,welcome,Creed,False
26290,5,11,23,[dwight enters] dwight,Andy,False
26291,5,11,23,andy,Dwight,False
26292,5,11,23,over,Andy,False
26293,5,11,23,oh good broke you,Dwight,False
26294,5,11,23,no two,Andy,False
26295,5,11,23,uh way giving up,Dwight,False
26296,5,11,23,to,Andy,False
26297,5,11,23,don't,Dwight,False
26298,5,11,23,[forcefully] love you marrying me,Andy,False
26299,5,11,23,[angrier] well know that certainly seems enjoy making lovemaking me,Dwight,False
26300,5,11,23,angela bernard,Andy,False
26301,5,11,23,never name,Dwight,False
26302,5,11,23,name call that!,Andy,False
26303,5,11,23,think so,Dwight,False
26304,5,11,23,hey guys we uh cool bit,Jim,False
26305,5,11,23,i'm telling back down,Andy,False
26306,5,11,23,i'm telling never back down,Dwight,False
26307,5,11,23,i'll make you,Andy,False
26308,5,11,23,oh really gonna that,Dwight,False
26309,5,11,23,use force,Andy,False
26310,5,11,23,general scare slightest,Dwight,False
26311,5,11,23,fight you,Andy,False
26312,5,11,23,nope,Jim,False
26313,5,11,23,okay fine! good! duel! winner gets angela,Dwight,False
26314,5,11,23,fine!,Andy,False
26315,5,11,23,fine!,Dwight,False
26316,5,11,23,nuts,Oscar,False
26317,5,11,23,weapon,Dwight,False
26318,5,11,23,okay know what that's enough because,Jim,False
26319,5,11,23,hey none business,Dwight,False
26320,5,11,23,hey business happens work,Jim,False
26321,5,11,23,guess what happening work,Andy,False
26322,5,11,23,yes!,Dwight,False
26323,5,11,23,we're gonna outside,Andy,False
26324,5,11,23,outside work,Dwight,False
26325,5,11,23,none business,Andy,False
26326,5,11,23,none business then [dwight andy high five] good weapon,Dwight,False
26327,5,11,23,bare hands,Andy,False
26328,5,11,23,stupid use sword cut bare hands,Dwight,False
26329,5,11,23,i'll get something too,Andy,False
26330,5,11,24,i've two men fight before usually one gets hold camcorder,Meredith,False
26331,5,11,25,angela put stop right now,Pam,False
26332,5,11,25,[thinks moment] respect results duel,Angela,False
26333,5,11,25,course will,Pam,False
26334,5,11,25,call loser!,Meredith,False
26335,5,11,25,taking break 4:00 parking lot,Andy,False
26336,5,11,25,also talking break exact time location,Dwight,False
26337,5,11,25,[softly] coincidence,Andy,False
26338,5,11,25,mm,Dwight,False
26339,5,11,26,so either get involved take sick day leaving dwight charge oh god,Jim,False
26340,5,11,27,[collects dwight's weapons around office holds hand scythe],Jim,False
26341,5,11,27,[innocently] how'd get there,Dwight,False
26342,5,11,27,there's star-shaped thing taped kitchen table,Meredith,False
26343,5,11,27,thanks meredith,Jim,False
26344,5,11,28,office look accounting division kevin malone kevin wearing jacket i've never seen before call kevin 'kevin tweed jacket?' looks says 'michael yes tweed jacket.' look back say 'i feel need! need tweed.',Michael,False
26345,5,11,28,hard try evaluate yourself michael appreciate trying [gets up] thanks coming in,David,False
26346,5,11,28,[rises] oh thank you,Michael,False
26347,5,11,28,yes,David,False
26348,5,11,28,say impressed potential see me,Michael,False
26349,5,11,28,yeah,David,False
26350,5,11,28,okay [sits back continue eating],Michael,False
26351,5,11,28,[opens office door] yeah finish up,David,False
26352,5,11,29,[shouting] come on! you let's thing! come on! come out!,Dwight,False
26353,5,11,29,[watching conference room] can't believe they're gonna fight me,Angela,False
26354,5,11,29,guess people fewer choices get older,Kelly,False
26355,5,11,29,come on!,Dwight,False
26356,5,11,29,hey anything happened yet,Meredith,False
26357,5,11,29,you,Dwight,False
26358,5,11,29,mm-mm 4:10 think he's gonna show,Oscar,False
26359,5,11,29,oh come on man! believe something,Kevin,False
26360,5,11,29,come on coward! you where [spots note attached bushes goes read it] 'from desk andrew bernard.' [scoffs] note pathetic 'dear dwight received note you well doubt wondering left note come attention physical match you would surely bested.' true 'the soft underbelly refined upbringing soft underbelly...' [as dwight continues read andy drives around corner slowly],Dwight,False
26361,5,11,30,there's andy he's car guys doing,Kelly,False
26362,5,11,30,dwight turning around,Phyllis,False
26363,5,11,30,prius silent keeps five miles per hour deserves win,Oscar,False
26364,5,11,30,yeah,Creed,False
26365,5,11,30,[still reading] alas much consideration deliberation,Dwight,False
26366,5,11,30,oh god!,Pam,False
26367,5,11,30,what's happening,Stanley,False
26368,5,11,30,andy's running dwight car,Phyllis,False
26369,5,11,31,whoa! you! hey! hey!,Dwight,False
26370,5,11,31,yeah,Andy,False
26371,5,11,31,oh!,Everyone watching,False
26372,5,11,31,come on! ow! ah! aah!,Dwight,False
26373,5,11,31,give up,Andy,False
26374,5,11,31,never! [hits andy's car bike chain] get face like man!,Dwight,False
26375,5,11,31,man! i'm bigger man ever be! would never sleep another man's fiance!,Andy,False
26376,5,11,31,man! know take care her! [hits car bike chain] dress fancy sing [imitating andy] 'la la la la la la la la la la!' mean can't even protect her!,Dwight,False
26377,5,11,31,protect what bears idiot when's last time saw damn bear scranton,Andy,False
26378,5,11,31,last year idiot! [hits car bike chain],Dwight,False
